                x           y           z
28669  112.471091 -128.680053  379.780603
28670  119.607665 -122.201303  376.383810
28671  125.687974 -116.395478  378.476382
28672  131.096277 -110.741721  381.366820
28673  135.289864 -105.947425  381.795563
28674  138.859102 -101.470126  383.614324
28675  141.511595  -97.765221  383.821157
28676  143.506356  -94.625313  381.226843
28677  144.944900  -92.195873  377.119370
28678  146.079729  -90.233159  376.554045
28679  147.508798  -87.710331  379.297383
28680  149.216636  -84.809583  379.733132
28681  150.470076  -82.810426  383.795045
28682  151.870837  -80.175944  386.523577
28683  153.097832  -77.830818  385.039783
28684  154.819768  -74.339210  384.231005
28685  156.256731  -71.374046  384.627448
28686  157.207866  -69.505452  382.754816
28687  157.697814  -68.844472  383.635868
28688  158.078144  -68.501436  386.987092
28689  159.066399  -66.532466  387.666383
28690  160.189271  -63.618816  384.328673
28691  160.956705  -61.659789  381.309856
28692  161.665612  -59.509308  381.723976
28693  162.458254  -56.801112  381.968647
28694  163.429240  -53.355974  381.459659
28695  164.508604  -49.810716  385.285947
28696  165.376263  -46.816857  386.968926
28697  165.877687  -45.335354  382.104043
28698  166.338010  -43.459071  378.208019
28699  166.959080  -40.202174  378.071515
28700  167.672192  -36.400329  383.325731
28701  168.520321  -32.316764  387.457330
28702  169.340562  -27.234602  387.631718
28703  170.100859  -22.140760  388.829463
28704  170.591736  -17.125721  392.957501
28705  170.864688  -13.371364  393.736133
28706  170.981451   -9.276871  396.323305
28707  171.007222   -3.783595  396.503312
28708  171.021202    3.586052  394.848379
28709  170.920321   10.024430  396.341048
28710  170.769375   14.773633  395.815392
28711  170.508842   18.791877  392.068720
28712  169.899005   24.281339  384.658260
28713  169.299881   29.349975  378.927894
28714  168.871497   32.808067  376.836063
28715  168.646617   34.716573  371.579222
28716  168.591907   35.542172  368.697970
28717  168.490542   36.225679  369.852828
28718  168.165578   37.493647  371.670891
28719  167.297058   40.393395  373.290354
28720  166.257778   44.086187  374.606295
28721  165.076603   47.798036  377.435511
28722  164.108514   50.628539  374.869440
28723  162.997126   53.473895  371.923061
28724  161.616130   56.750459  372.113791
28725  159.846044   60.831188  369.912171
28726  157.259091   66.830586  368.660857
28727  153.661247   74.553587  371.341675
28728  150.212907   81.500164  372.107707
28729  146.191328   88.822896  371.538038
28730  141.625639   96.255988  372.428402
28731  138.034081  101.840434  376.693495
28732  134.846974  106.429937  375.062985
28733  133.010950  109.115394  375.029340
28734  132.305536  110.311463  370.920003
28735  131.382110  111.488061  368.343371
28736  129.317108  113.665589  367.858958
28737  126.491202  116.631213  365.552805
28738  124.669279  118.658548  364.945630
28739  123.092114  120.302111  367.331639
28740  121.231970  122.039890  371.797101
28741  119.222272  123.848236  378.198573
28742  117.519198  125.439311  383.362652
28743  115.646511  127.265630  389.655461
28744  115.165337  128.040774  392.229507
28745  114.673710  128.667128  393.635899
28746  113.707440  129.503200  393.077254
28747  112.049501  130.754735  389.300854
28748  110.402343  132.008336  383.914146
28749  108.438792  133.521562  381.945428
28750  106.222048  135.335210  381.824283
28751  103.617283  137.231554  377.077709
28752  101.824194  138.506222  372.556153
28753  101.374420  138.910987  371.387885
28754  102.374379  138.445081  369.933714
28755  103.170206  138.067076  369.335963
28756  102.947188  138.257080  371.431416
28757  102.247078  138.736276  376.572719
28758  100.740317  139.703166  380.975994
28759   98.399900  141.190554  381.974939
28760   94.937017  143.425171  384.156799
28761   90.883880  145.814482  386.072067
28762   87.633413  147.673363  388.186004
28763   85.236982  149.030770  387.360585
28764   83.348669  150.117203  380.615364
28765   79.709761  152.040544  375.690221
28766   76.395616  153.764955  369.170239
28767   74.148993  154.985411  365.711766
28768   72.684124  155.859778  363.704821
28769   70.600334  156.994267  363.335938
28770   69.233964  157.806245  364.419096
28771   67.852645  158.477138  367.516915
28772   65.666697  159.272981  373.627130
28773   64.333453  159.810527  375.824983
28774   61.975944  160.647875  376.566198
28775   58.498368  161.890436  378.006373
28776   55.042641  163.022768  380.223614
28777   51.937588  163.937975  381.047231
28778   48.015391  164.898933  377.471659
28779   43.074462  166.008886  376.718131
28780   36.969823  167.383915  376.615929
28781   30.310027  168.760357  375.503857
28782   24.299479  169.779933  374.097798
28783   17.859557  170.494077  375.992159
28784    9.918226  171.074508  378.460457
28785    2.953379  171.526234  383.261387
28786   -2.986136  171.652289  386.340996
28787   -9.029577  171.403385  390.968035
28788  -15.092405  170.991250  396.592609
28789  -20.044623  170.566918  399.319792
28790  -24.560560  170.095338  397.791871
28791  -28.014565  169.626443  394.908046
28792  -31.115379  169.006975  391.169564
28793  -34.209732  168.239961  392.417339
28794  -37.812219  167.258458  392.601689
28795  -42.682330  165.891187  388.571247
28796  -49.267160  164.073607  381.159282
28797  -54.620222  162.568471  376.461510
28798  -59.524200  160.889300  371.712339
28799  -64.354285  158.966861  369.749002
28800  -69.757166  156.658742  371.763332
28801  -74.766335  154.371318  371.897639
28802  -79.130253  152.329758  372.560398
28803  -81.624840  151.269356  376.615649
28804  -83.376257  150.469247  377.174420
28805  -85.030472  149.601643  374.890150
28806  -87.864206  147.867030  373.313058
28807  -91.258658  145.849507  371.612901
28808  -95.063941  143.380685  372.210112
28809  -99.520933  140.288796  371.665135
28810 -103.314965  137.492218  372.320236
28811 -106.526922  134.929667  372.260615
28812 -108.998053  132.902218  374.549614
28813 -112.351283  129.968535  379.197349
28814 -115.144551  127.446761  380.562874
28815 -116.808868  125.984057  380.949509
28816 -118.101516  124.786211  382.578769
28817 -119.765678  123.086679  382.573313
28818 -122.015022  120.720707  386.476374
28819 -124.969802  117.636846  386.936567
28820 -127.227833  115.390548  384.689786
28821 -128.629470  114.175738  382.044222
28822 -130.674506  112.082190  381.119897
28823 -132.715825  109.699620  378.002511
28824 -134.665705  107.146308  377.564997
28825 -136.403999  104.743269  376.933598
28826 -138.169761  102.236263  378.521752
28827 -140.604205   98.751146  381.443511
28828 -143.111943   94.881207  386.190134
28829 -145.160301   91.626775  385.452708
28830 -146.764334   89.084161  385.701970
28831 -148.260229   86.792544  386.754173
28832 -149.144978   85.592352  383.310849
28833 -149.648987   84.935714  379.950458
28834 -150.113887   84.121318  380.588315
28835 -150.928130   82.328255  387.683681
28836 -151.980368   79.936721  393.146279
28837 -152.871255   78.008319  394.339065
28838 -154.187188   75.146287  397.124503
28839 -155.916134   71.497010  396.496973
28840 -157.500976   68.069198  396.520524
28841 -158.672575   65.651714  397.621154
28842 -160.077976   62.443671  398.371516
28843 -161.192791   59.791234  397.745580
28844 -161.872947   58.332128  394.939265
28845 -162.579194   56.337919  391.824519
28846 -163.512012   53.257171  384.941938
28847 -164.543068   50.115075  380.775617
28848 -165.469621   46.821699  380.453317
28849 -166.339371   42.963302  384.874907
28850 -167.067329   39.531440  390.284669
28851 -168.004652   34.633117  393.178522
28852 -168.716629   31.081918  390.560611
28853 -169.223708   28.165842  388.786585
28854 -169.594621   25.700356  385.749843
28855 -169.935177   23.071590  383.128093
28856 -170.434353   18.651662  383.131710
28857 -170.844118   13.430933  382.905928
28858 -171.154361    7.730832  383.873304
28859 -171.335843    3.600998  383.634737
28860 -171.420938    1.139643  385.205371
28861 -171.403519   -0.625586  390.024380
28862 -171.255964   -2.807502  398.199485
28863 -171.028780   -5.470083  409.507920
28864 -170.738885   -9.019601  421.307284
28865 -170.243337  -13.285113  430.860439
28866 -169.523614  -18.234409  437.606412
28867 -168.700759  -23.358347  444.370875
28868 -167.545492  -30.236943  447.695117
28869 -166.088295  -37.944759  447.209660
28870 -164.727485  -44.504125  446.188643
28871 -163.401604  -50.262156  445.965974
28872 -162.581521  -54.046836  444.949871
28873 -161.495890  -57.999124  445.118015
28874 -160.073138  -61.978814  444.466918
28875 -158.517568  -65.768953  446.388624
28876 -156.868589  -69.615933  450.583955
28877 -155.356339  -72.835393  450.780697
28878 -154.582503  -74.558573  448.475936
28879 -153.879172  -75.943139  447.538148
28880 -152.884314  -77.673327  449.977481
28881 -151.764505  -79.595385  456.881713
28882 -150.859397  -81.263681  459.870777
28883 -149.098108  -84.386097  459.745125
28884 -148.034165  -86.502620  454.199014
28885 -146.867176  -88.556001  450.296045
28886 -145.526008  -90.705006  449.130741
28887 -144.348768  -92.620059  448.677439
28888 -142.996238  -94.895507  451.674518
28889 -141.292272  -97.389501  449.600648
28890 -139.970485  -99.274924  448.671428
28891 -138.106386 -101.630051  447.357773
28892 -135.889554 -104.340091  447.242140
28893 -133.182947 -107.673140  449.439481
28894 -130.861193 -110.491979  449.927505
28895 -128.069409 -113.561204  450.779105
28896 -125.608693 -116.220243  453.568654
28897 -123.104851 -118.948619  454.833268
28898 -121.058167 -121.138722  451.102505
28899 -118.220464 -123.783613  446.137198
28900 -115.652348 -126.134677  444.909269
28901 -111.979801 -129.403753  443.117046
28902 -107.560259 -133.066176  443.811208
28903 -103.035883 -136.721609  445.431067
28904  -99.005819 -139.819878  444.125585
28905  -95.287016 -142.561941  442.256419
28906  -92.323862 -144.583707  441.792428
28907  -90.579951 -145.753138  442.163615
28908  -88.941678 -146.698799  443.737861
28909  -87.252636 -147.596184  443.299214
28910  -85.874481 -148.353460  442.203903
28911  -83.895026 -149.429131  440.399343
28912  -80.587133 -151.226077  441.186338
28913  -76.667277 -153.177902  444.326389
28914  -72.154334 -155.230171  444.692454
28915  -67.529475 -157.300014  445.427733
28916  -62.945930 -159.146930  450.234246
28917  -59.064764 -160.621483  454.695905
28918  -54.665739 -162.164963  460.669891
28919  -51.554327 -163.261538  463.188411
28920  -49.485485 -163.979467  463.900441
28921  -47.130659 -164.644162  460.351477
28922  -43.696756 -165.480701  458.283397
28923  -39.320165 -166.567627  461.199423
28924  -33.628277 -167.709054  462.089775
28925  -28.053777 -168.762079  458.446215
28926  -24.558165 -169.499496  458.660600
28927  -21.563392 -170.003884  459.281162
28928  -19.533023 -170.375696  461.262863
28929  -16.120582 -170.805817  459.724751
28930  -12.204313 -171.102275  456.279124
28931   -7.440045 -171.227431  456.736746
28932   -2.333275 -171.303358  457.635338
28933    1.962280 -171.274806  458.495352
28934    5.581243 -171.139840  461.598348
28935    8.883269 -170.933134  465.998899
28936   12.187374 -170.695669  469.242566
28937   15.591991 -170.520628  470.476071
28938   19.555564 -170.132322  468.953458
28939   25.014436 -169.348829  464.519390
28940   29.519435 -168.630097  462.198033
28941   32.421521 -168.175716  461.844008
28942   34.798460 -167.742525  457.458141
28943   37.662460 -167.114322  456.704168
28944   41.651512 -166.200574  455.573997
28945   45.373257 -165.316842  455.720147
28946   49.778892 -164.097624  453.137388
28947   53.008767 -163.178043  453.469597
28948   54.937670 -162.631651  460.129874
28949   56.766911 -161.958880  466.165485
28950   59.571112 -160.722253  469.831772
28951   63.281808 -159.028567  468.655940
28952   68.393904 -156.703400  468.291928
28953   72.863355 -154.656789  466.663548
28954   76.686454 -152.857665  463.516158
28955   81.120985 -150.658159  456.880139
28956   85.799062 -148.090711  450.959944
28957   90.171368 -145.629525  446.338645
28958   94.114709 -143.165864  444.181017
28959   97.923051 -140.530452  446.102484
28960  101.822997 -137.709020  447.582398
28961  104.544131 -135.743566  452.039958
28962  105.906223 -134.865110  455.924755
28963  107.452895 -133.656297  456.739431
28964  110.039583 -131.379077  460.403601
28965  113.309031 -128.516517  463.772646
28966  116.110918 -126.053541  465.952407
28967  118.864415 -123.476085  463.721214
28968  121.514504 -120.998837  462.348811
28969  123.724958 -118.775929  462.308752
28970  125.035489 -117.477273  459.254381
28971  126.337428 -115.995971  455.850942
28972  127.818780 -114.194951  457.249832
28973  129.796825 -111.728570  458.401817
28974  132.493844 -108.397849  454.983315
28975  134.847456 -105.455466  453.443900
28976  136.340758 -103.695783  452.860158
28977  138.075785 -101.401803  452.601686
28978  140.178266  -98.548060  456.815441
28979  141.835096  -96.281979  462.726037
28980  143.043607  -94.591350  470.177239
28981  144.456138  -92.306786  474.900433
28982  145.780804  -90.163382  475.620125
28983  147.848203  -86.716619  475.142410
28984  150.183059  -82.403248  474.083806
28985  152.003836  -79.073899  470.926758
28986  154.149716  -74.883737  466.165072
28987  156.013476  -71.014450  462.108251
28988  157.418686  -68.072390  458.776201
28989  159.028085  -64.356210  458.039813
28990  160.462236  -60.517955  459.077836
28991  161.570417  -57.256345  456.813599
28992  162.522490  -54.173248  452.210510
28993  163.462408  -50.999093  451.914517
28994  164.704902  -46.797469  450.192766
28995  165.931270  -42.124680  451.074523
28996  167.257517  -36.200688  453.794784
28997  168.241609  -31.763120  455.802749
28998  168.976455  -27.560886  456.423907
28999  169.557325  -23.719631  458.118313
29000  170.173739  -19.300462  455.440117
29001  170.675350  -15.330766  450.227177
29002  171.087763  -11.000255  446.361744
